method,Shading_SI_MSE,Shading_SI_MSE_std,Shading_SI_MSE_valid_count,Shading_SI_RMSE,Shading_SI_RMSE_std,Shading_SI_RMSE_valid_count,Shading_LMSE,Shading_LMSE_std,Shading_LMSE_valid_count,Shading_SSIM,Shading_SSIM_std,Shading_SSIM_valid_count,Shading_RMSE,Shading_RMSE_std,Shading_RMSE_valid_count,Shading_Valid_Pixels,Shading_Valid_Pixels_std,Shading_Valid_Pixels_valid_count
euler,0.011438230807070567,0.0,1,0.09445181646640845,0.0,1,0.028897878520827813,0.0,1,0.891934665972776,0.0,1,0.0945353025239606,0.0,1,28749.333333333332,0.0,1
